ID,teza,datum_oddaje,vmesna_postaja
8543,3.02,10/21/2018,1/2/2019
8544,4.51,5/11/2018,1/30/2019
8545,1.52,11/23/2018,2/25/2019
8546,1.53,10/5/2018,1/19/2019
8547,13.21,7/28/2018,2/13/2019
8548,9.34,9/25/2018,12/9/2018
8549,0.36,4/25/2018,3/25/2019
8550,4.82,9/18/2018,4/30/2019
8551,0.10,7/22/2018,4/3/2019
8552,3.06,6/13/2018,4/25/2019
8553,15.60,7/27/2018,3/5/2019
8554,15.65,7/12/2018,4/6/2019
8555,19.40,5/5/2018,1/25/2019
8556,0.93,6/13/2018,2/19/2019
8557,3.16,7/20/2018,2/21/2019
8558,11.59,7/10/2018,1/8/2019
8559,6.95,4/11/2018,12/28/2018
8560,9.06,2/21/2018,4/14/2019
8561,13.15,10/1/2018,1/31/2019
8562,3.78,10/29/2018,4/23/2019
8563,7.25,10/1/2018,2/12/2019
8564,11.12,10/18/2018,12/24/2018
8565,9.62,3/21/2018,12/29/2018
8566,18.32,1/8/2018,1/25/2019
8567,19.56,5/11/2018,5/2/2019
8568,1.81,5/4/2018,12/4/2018
8569,6.62,4/16/2018,12/18/2018
8570,17.15,5/1/2018,1/9/2019
8571,15.43,7/13/2018,5/9/2019
8572,8.32,11/5/2018,1/12/2019
8573,19.62,10/2/2018,2/14/2019
8574,10.23,2/19/2018,12/8/2018
8575,6.38,5/30/2018,1/8/2019
8576,13.39,11/7/2018,3/13/2019
8577,13.18,3/7/2018,12/30/2018
8578,6.30,10/1/2018,12/31/2018
8579,13.88,4/22/2018,1/20/2019
8580,5.01,10/11/2018,1/2/2019
8581,7.67,10/24/2018,3/7/2019
8582,19.18,9/7/2018,4/23/2019
8583,17.21,10/31/2018,2/15/2019
8584,7.74,1/15/2018,5/17/2019
8585,10.77,2/11/2018,1/15/2019
8586,5.09,7/4/2018,4/8/2019
8587,18.17,10/28/2018,12/24/2018
8588,16.67,2/5/2018,12/15/2018
8589,0.96,10/30/2018,1/3/2019
8590,5.81,1/1/2018,4/25/2019
8591,19.71,6/17/2018,5/14/2019
8592,1.36,6/10/2018,1/14/2019
8593,0.59,7/16/2018,3/24/2019
8594,4.60,8/3/2018,2/16/2019
8595,6.76,5/13/2018,1/26/2019
8596,2.65,8/31/2018,12/21/2018
8597,19.07,2/12/2018,3/31/2019
8598,10.96,8/13/2018,1/3/2019
8599,13.98,6/1/2018,4/27/2019
8600,4.71,4/18/2018,3/18/2019
8601,3.78,4/4/2018,5/13/2019
8602,3.40,2/20/2018,3/15/2019
8603,11.40,5/3/2018,3/19/2019
8604,12.99,8/22/2018,3/28/2019
8605,12.64,2/1/2018,3/5/2019
8606,12.95,10/15/2018,2/8/2019
8607,10.72,1/27/2018,3/29/2019
8608,5.20,7/12/2018,1/22/2019
8609,4.56,4/8/2018,12/23/2018
8610,9.33,7/15/2018,3/4/2019
8611,2.32,5/16/2018,2/2/2019
8612,9.77,9/14/2018,2/11/2019
8613,1.77,5/28/2018,3/14/2019
8614,7.59,9/10/2018,12/27/2018
8615,6.92,9/24/2018,3/5/2019
8616,9.29,7/4/2018,4/27/2019
8617,16.36,9/2/2018,12/3/2018
8618,16.55,6/20/2018,5/13/2019
8619,7.47,9/14/2018,12/8/2018
8620,0.64,6/28/2018,1/2/2019
8621,14.28,11/24/2018,4/11/2019
8622,7.09,11/2/2018,3/10/2019
8623,17.00,9/29/2018,12/3/2018
8624,19.58,10/21/2018,2/21/2019
8625,6.87,2/7/2018,4/2/2019
8626,7.71,3/20/2018,2/18/2019
8627,18.91,8/28/2018,1/6/2019
8628,17.69,8/6/2018,4/28/2019
8629,8.49,11/22/2018,1/28/2019
8630,12.73,5/11/2018,12/28/2018
8631,14.98,2/18/2018,12/11/2018
8632,16.25,2/13/2018,5/7/2019
8633,8.59,2/24/2018,1/20/2019
8634,16.78,6/30/2018,1/27/2019
8635,4.95,8/16/2018,3/11/2019
8636,9.29,7/31/2018,4/17/2019
8637,7.98,11/16/2018,3/30/2019
8638,1.24,9/5/2018,5/3/2019
8639,10.03,4/21/2018,12/27/2018
8640,12.66,5/19/2018,5/16/2019
8641,13.30,9/26/2018,3/3/2019
8642,4.63,4/6/2018,3/20/2019
8643,17.20,10/3/2018,4/18/2019
8644,9.26,1/2/2018,1/8/2019
8645,19.12,11/7/2018,2/3/2019
8646,11.51,1/20/2018,2/19/2019
8647,8.35,11/9/2018,3/16/2019
8648,2.69,10/22/2018,1/16/2019
8649,1.07,8/26/2018,1/4/2019
8650,15.37,4/26/2018,1/1/2019
8651,7.44,1/9/2018,3/16/2019
8652,3.25,3/2/2018,3/18/2019
8653,15.54,8/29/2018,1/27/2019
8654,11.70,1/2/2018,12/10/2018
8655,7.55,6/5/2018,1/3/2019
8656,19.19,10/22/2018,4/1/2019
8657,10.90,1/7/2018,1/11/2019
8658,5.61,1/30/2018,12/14/2018
8659,11.86,11/15/2018,4/17/2019
8660,17.27,5/13/2018,2/28/2019
8661,5.38,11/30/2018,12/18/2018
8662,15.86,10/4/2018,5/9/2019
8663,13.08,11/26/2018,1/6/2019
8664,13.57,9/14/2018,4/24/2019
8665,6.86,4/24/2018,2/13/2019
8666,10.71,3/14/2018,2/4/2019
8667,3.63,3/24/2018,12/17/2018
8668,16.98,9/4/2018,4/4/2019
8669,11.91,7/16/2018,1/30/2019
8670,15.79,10/25/2018,3/14/2019
8671,18.77,6/8/2018,5/14/2019
8672,9.92,11/13/2018,12/8/2018
8673,16.07,7/31/2018,12/16/2018
8674,3.68,7/5/2018,2/12/2019
8675,0.14,4/11/2018,4/20/2019
8676,12.54,9/29/2018,12/25/2018
8677,9.20,4/24/2018,1/31/2019
8678,16.78,7/24/2018,4/9/2019
8679,4.40,4/20/2018,4/25/2019
8680,13.71,8/18/2018,4/13/2019
8681,10.40,5/20/2018,5/5/2019
8682,1.24,7/20/2018,4/27/2019
8683,18.09,8/24/2018,12/18/2018
8684,18.83,4/6/2018,5/15/2019
8685,14.81,7/22/2018,12/19/2018
8686,18.47,4/4/2018,3/28/2019
8687,15.11,4/19/2018,5/9/2019
8688,1.29,4/19/2018,2/21/2019
8689,0.09,6/11/2018,3/4/2019
8690,2.76,10/21/2018,2/20/2019
8691,9.78,8/26/2018,12/27/2018
8692,18.63,1/8/2018,3/16/2019
8693,14.82,11/30/2018,2/8/2019
8694,12.73,7/20/2018,2/3/2019
8695,5.08,8/21/2018,4/3/2019
8696,19.91,9/19/2018,4/10/2019
8697,4.92,9/11/2018,12/7/2018
8698,5.81,9/1/2018,12/22/2018
8699,11.66,1/10/2018,5/9/2019
8700,10.00,8/23/2018,1/24/2019
8701,8.19,8/28/2018,1/1/2019
8702,10.27,2/6/2018,4/29/2019
8703,4.14,1/25/2018,12/20/2018
8704,6.74,3/23/2018,5/7/2019
8705,10.89,8/11/2018,4/29/2019
8706,9.85,3/5/2018,12/21/2018
8707,1.70,4/21/2018,12/5/2018
8708,12.42,4/18/2018,2/18/2019
8709,7.44,3/26/2018,3/4/2019
8710,5.84,1/30/2018,3/6/2019
8711,3.20,4/5/2018,2/28/2019
8712,16.12,5/1/2018,2/14/2019
8713,5.53,10/16/2018,1/26/2019
8714,15.91,11/29/2018,12/28/2018
8715,18.61,9/1/2018,2/19/2019
8716,7.53,2/2/2018,1/27/2019
8717,14.50,7/12/2018,12/23/2018
8718,9.78,6/23/2018,4/14/2019
8719,6.64,3/9/2018,4/17/2019
8720,17.92,6/4/2018,12/6/2018
8721,0.78,2/4/2018,12/4/2018
8722,16.04,8/19/2018,1/19/2019
8723,2.50,10/11/2018,1/23/2019
8724,12.66,3/13/2018,3/1/2019
8725,4.58,11/18/2018,1/10/2019
8726,2.57,4/22/2018,5/6/2019
8727,5.02,3/27/2018,4/18/2019
8728,10.66,2/6/2018,3/1/2019
8729,6.82,2/11/2018,1/26/2019
8730,12.86,6/7/2018,1/25/2019
8731,19.50,9/13/2018,2/17/2019
8732,19.75,7/7/2018,5/1/2019
8733,17.48,3/30/2018,1/2/2019
8734,3.96,1/27/2018,12/10/2018
8735,11.60,6/4/2018,1/21/2019
8736,6.24,4/26/2018,1/10/2019
8737,5.47,1/13/2018,3/24/2019
8738,8.53,2/28/2018,12/4/2018
8739,7.29,9/18/2018,3/13/2019
8740,11.29,2/13/2018,3/6/2019
8741,3.71,11/3/2018,12/13/2018
8742,10.48,6/17/2018,3/28/2019
8743,8.17,10/27/2018,2/6/2019
8744,13.67,1/9/2018,2/2/2019
8745,17.83,10/18/2018,4/12/2019
8746,8.77,8/19/2018,4/17/2019
8747,7.22,7/20/2018,2/15/2019
8748,12.03,7/13/2018,1/21/2019
8749,6.86,9/1/2018,5/14/2019
8750,16.36,1/23/2018,1/8/2019
8751,12.80,5/13/2018,1/2/2019
8752,14.58,8/13/2018,2/21/2019
8753,17.35,9/29/2018,5/11/2019
8754,7.23,11/7/2018,2/17/2019
8755,14.28,2/10/2018,3/27/2019
8756,3.42,8/28/2018,5/15/2019
8757,8.92,11/23/2018,3/20/2019
8758,1.34,9/11/2018,1/8/2019
8759,11.07,6/27/2018,2/24/2019
8760,10.76,3/26/2018,1/21/2019
8761,12.63,6/9/2018,3/22/2019
8762,1.59,9/8/2018,2/4/2019
8763,19.60,4/19/2018,12/16/2018
8764,5.82,5/7/2018,3/11/2019
8765,5.10,10/19/2018,12/3/2018
8766,8.31,9/18/2018,1/21/2019
8767,14.46,9/2/2018,1/6/2019
8768,14.56,8/22/2018,4/1/2019
8769,5.31,7/13/2018,12/8/2018
8770,12.06,7/22/2018,2/1/2019
8771,14.97,1/31/2018,3/13/2019
8772,6.43,11/22/2018,4/27/2019
8773,4.38,7/24/2018,5/10/2019
8774,10.14,5/24/2018,1/7/2019
8775,7.63,6/16/2018,12/16/2018
8776,18.02,9/8/2018,1/30/2019
8777,18.83,7/8/2018,12/2/2018
8778,4.94,6/19/2018,4/27/2019
8779,11.03,11/8/2018,2/5/2019
8780,19.06,7/28/2018,12/12/2018
8781,4.54,1/9/2018,2/25/2019
8782,9.78,8/20/2018,5/1/2019
8783,15.98,1/10/2018,1/24/2019
8784,10.32,5/26/2018,12/3/2018
8785,19.88,4/11/2018,1/31/2019
8786,12.27,1/20/2018,2/25/2019
8787,13.98,11/15/2018,1/28/2019
8788,17.05,10/25/2018,3/24/2019
8789,15.87,9/29/2018,1/15/2019
8790,10.46,7/6/2018,5/6/2019
8791,17.86,3/11/2018,2/3/2019
8792,10.68,1/8/2018,12/30/2018
8793,18.64,10/6/2018,2/22/2019
8794,19.95,5/21/2018,3/22/2019
8795,17.24,5/13/2018,2/12/2019
8796,16.73,8/13/2018,12/5/2018
8797,1.68,9/17/2018,1/14/2019
8798,2.86,5/6/2018,1/12/2019
8799,19.63,5/24/2018,1/17/2019
8800,18.98,6/5/2018,2/17/2019
8801,11.18,11/1/2018,1/30/2019
8802,19.24,4/12/2018,1/12/2019
8803,6.73,4/29/2018,2/6/2019
8804,4.71,5/9/2018,4/1/2019
8805,17.71,4/12/2018,3/25/2019
8806,18.95,4/13/2018,4/18/2019
8807,11.28,4/24/2018,4/23/2019
8808,14.11,1/31/2018,2/10/2019
8809,9.97,4/19/2018,2/7/2019
8810,19.22,11/5/2018,2/1/2019
8811,16.19,7/18/2018,4/24/2019
8812,9.17,8/14/2018,5/10/2019
8813,16.44,11/3/2018,1/1/2019
8814,4.90,11/13/2018,2/2/2019
8815,7.66,11/28/2018,3/2/2019
8816,12.84,3/21/2018,1/16/2019
8817,13.51,4/9/2018,1/8/2019
8818,4.63,5/23/2018,2/15/2019
8819,19.09,10/5/2018,3/22/2019
8820,0.29,2/2/2018,1/31/2019
8821,11.36,10/8/2018,2/8/2019
8822,18.30,6/3/2018,3/24/2019
8823,17.23,3/2/2018,3/1/2019
8824,16.92,5/17/2018,1/12/2019
8825,0.05,5/17/2018,4/18/2019
8826,4.00,5/15/2018,12/31/2018
8827,9.90,11/24/2018,4/29/2019
8828,6.44,9/4/2018,4/18/2019
8829,2.69,9/28/2018,2/25/2019
8830,8.48,6/29/2018,12/14/2018
8831,16.67,1/3/2018,1/15/2019
8832,10.69,11/16/2018,12/17/2018
8833,9.07,4/3/2018,5/2/2019
8834,15.52,4/4/2018,3/25/2019
8835,11.91,3/7/2018,2/27/2019
8836,0.30,6/13/2018,2/6/2019
8837,17.78,8/8/2018,2/9/2019
8838,2.37,8/13/2018,4/27/2019
8839,6.87,6/21/2018,12/6/2018
8840,0.44,10/2/2018,1/13/2019
8841,6.13,10/25/2018,3/16/2019
8842,17.41,1/6/2018,1/15/2019
8843,19.68,7/9/2018,3/3/2019
8844,6.43,6/26/2018,5/15/2019
8845,16.83,4/13/2018,2/11/2019
8846,10.46,7/8/2018,3/6/2019
8847,1.81,7/10/2018,4/27/2019
8848,19.88,10/30/2018,2/1/2019
8849,4.17,10/25/2018,4/26/2019
8850,12.63,1/22/2018,1/14/2019
8851,14.08,1/17/2018,3/4/2019
8852,5.65,7/4/2018,5/3/2019
8853,11.45,4/3/2018,4/17/2019
8854,17.16,1/30/2018,12/23/2018
8855,6.96,10/6/2018,12/14/2018
8856,2.62,11/6/2018,4/14/2019
8857,16.22,5/13/2018,3/6/2019
8858,15.22,5/21/2018,3/15/2019
8859,5.89,10/9/2018,1/10/2019
8860,7.92,7/25/2018,3/5/2019
8861,8.03,3/19/2018,1/3/2019
8862,13.15,7/14/2018,2/3/2019
8863,17.33,3/25/2018,3/12/2019
8864,1.91,7/20/2018,3/21/2019
8865,1.41,1/11/2018,1/27/2019
8866,14.46,11/13/2018,4/11/2019
8867,6.66,2/5/2018,3/3/2019
8868,5.10,3/23/2018,1/21/2019
8869,10.94,8/27/2018,5/11/2019
8870,9.98,4/3/2018,1/21/2019
8871,13.28,5/29/2018,1/7/2019
8872,15.22,7/14/2018,5/8/2019
8873,16.68,9/11/2018,4/18/2019
8874,3.90,11/8/2018,2/21/2019
8875,7.33,5/16/2018,2/6/2019
8876,9.48,7/29/2018,2/27/2019
8877,15.27,6/1/2018,1/18/2019
8878,17.24,8/28/2018,1/15/2019
8879,17.19,8/14/2018,1/16/2019
8880,14.61,1/6/2018,4/27/2019
8881,19.22,8/19/2018,4/7/2019
8882,14.29,3/10/2018,3/11/2019
8883,11.53,8/12/2018,1/9/2019
8884,12.47,4/11/2018,2/22/2019
8885,18.17,8/10/2018,2/7/2019
8886,10.82,7/15/2018,3/3/2019
8887,19.26,1/13/2018,5/16/2019
8888,2.41,7/5/2018,4/25/2019
8889,17.80,4/3/2018,4/28/2019
8890,2.04,9/1/2018,12/24/2018
8891,8.86,11/18/2018,1/15/2019
8892,11.99,3/12/2018,5/15/2019
8893,7.71,4/16/2018,3/26/2019
8894,5.32,3/22/2018,4/21/2019
8895,10.33,3/28/2018,4/19/2019
8896,13.30,10/24/2018,3/2/2019
8897,8.58,8/29/2018,4/6/2019
8898,6.61,5/16/2018,2/14/2019
8899,4.80,7/21/2018,2/12/2019
8900,9.65,8/13/2018,3/13/2019
8901,7.11,3/6/2018,4/30/2019
8902,5.45,6/30/2018,5/13/2019
8903,16.80,7/23/2018,5/7/2019
8904,8.89,7/17/2018,3/13/2019
8905,1.84,2/28/2018,12/19/2018
8906,19.72,6/14/2018,2/23/2019
8907,2.22,3/27/2018,4/25/2019
8908,0.69,8/27/2018,3/16/2019
8909,11.91,5/19/2018,2/6/2019
8910,12.69,4/5/2018,3/9/2019
8911,2.33,1/20/2018,12/2/2018
8912,19.64,9/15/2018,4/15/2019
8913,0.03,1/26/2018,2/7/2019
8914,7.64,1/17/2018,4/22/2019
8915,14.40,9/1/2018,5/3/2019
8916,1.33,5/22/2018,1/13/2019
8917,17.51,11/4/2018,3/10/2019
8918,7.30,7/13/2018,1/20/2019
8919,8.81,8/2/2018,1/6/2019
8920,0.67,4/22/2018,2/20/2019
8921,7.57,1/24/2018,4/6/2019
8922,16.77,5/27/2018,4/26/2019
8923,2.12,7/31/2018,5/12/2019
8924,2.88,7/20/2018,4/4/2019
8925,6.99,5/22/2018,1/9/2019
8926,6.44,10/4/2018,5/7/2019
8927,15.84,6/25/2018,12/31/2018
8928,6.99,11/23/2018,3/28/2019
8929,9.05,10/10/2018,12/11/2018
8930,17.13,3/16/2018,2/17/2019
8931,1.73,10/23/2018,2/17/2019
8932,11.90,5/9/2018,5/16/2019
8933,17.80,3/28/2018,4/8/2019
8934,13.98,5/28/2018,12/29/2018
8935,4.85,6/14/2018,4/5/2019
8936,9.18,1/7/2018,2/18/2019
8937,11.45,9/17/2018,2/16/2019
8938,11.45,2/27/2018,1/22/2019
8939,8.34,8/8/2018,5/11/2019
8940,5.21,2/2/2018,12/13/2018
8941,10.27,5/28/2018,12/4/2018
8942,18.88,7/5/2018,4/14/2019
8943,12.28,1/7/2018,1/30/2019
8944,19.82,10/7/2018,4/30/2019
8945,9.96,1/7/2018,3/21/2019
8946,19.29,10/23/2018,1/12/2019
8947,13.98,1/29/2018,12/8/2018
8948,6.65,8/7/2018,1/15/2019
8949,14.84,5/21/2018,5/6/2019
8950,18.88,3/11/2018,4/26/2019
8951,7.56,3/29/2018,3/17/2019
8952,19.27,3/8/2018,3/6/2019
8953,3.53,11/18/2018,2/12/2019
8954,15.04,5/13/2018,3/7/2019
8955,0.28,2/23/2018,3/25/2019
8956,18.84,10/6/2018,3/11/2019
8957,17.62,2/13/2018,4/26/2019
8958,5.38,6/20/2018,2/1/2019
8959,15.02,2/25/2018,1/5/2019
8960,11.50,5/20/2018,12/27/2018
8961,15.81,5/12/2018,1/25/2019
8962,9.12,11/13/2018,2/15/2019
8963,14.26,10/5/2018,5/11/2019
8964,15.07,10/1/2018,3/17/2019
8965,12.68,7/18/2018,3/4/2019
8966,19.68,11/28/2018,5/15/2019
8967,11.28,5/24/2018,1/21/2019
8968,4.50,5/25/2018,3/22/2019
8969,3.49,10/16/2018,12/15/2018
8970,19.32,9/25/2018,1/12/2019
8971,2.61,7/9/2018,1/11/2019
8972,16.81,8/11/2018,2/9/2019
8973,6.25,4/12/2018,3/28/2019
8974,16.75,2/15/2018,5/5/2019
8975,16.36,6/29/2018,3/22/2019
8976,18.56,7/23/2018,1/23/2019
8977,16.00,10/22/2018,3/24/2019
8978,3.42,1/29/2018,3/31/2019
8979,4.41,8/26/2018,12/24/2018
8980,5.72,6/4/2018,2/19/2019
8981,10.59,4/7/2018,2/18/2019
8982,3.35,7/4/2018,1/18/2019
8983,19.04,3/4/2018,5/11/2019
8984,9.81,1/31/2018,12/21/2018
8985,15.93,9/27/2018,12/29/2018
8986,11.08,3/16/2018,2/7/2019
8987,11.76,11/8/2018,1/14/2019
8988,4.04,1/31/2018,1/10/2019
8989,5.87,4/19/2018,3/9/2019
8990,4.20,7/15/2018,12/2/2018
8991,13.67,5/4/2018,5/16/2019
8992,4.35,11/29/2018,2/13/2019
8993,15.83,1/19/2018,2/15/2019
8994,0.41,2/27/2018,2/23/2019
8995,8.61,3/1/2018,1/5/2019
8996,11.57,2/16/2018,3/15/2019
8997,1.47,7/16/2018,1/1/2019
8998,3.16,6/5/2018,3/21/2019
8999,16.65,5/14/2018,1/15/2019
9000,19.65,4/20/2018,12/5/2018
9001,14.03,3/18/2018,12/19/2018
9002,3.39,4/12/2018,12/13/2018
9003,10.04,8/16/2018,4/19/2019
9004,2.35,11/21/2018,2/10/2019
9005,7.05,6/30/2018,1/29/2019
9006,17.64,3/14/2018,1/29/2019
9007,12.11,11/25/2018,2/10/2019
9008,19.96,2/26/2018,2/23/2019
9009,3.25,3/2/2018,12/24/2018
9010,9.37,8/8/2018,12/14/2018
9011,3.43,4/14/2018,2/18/2019
9012,3.01,2/4/2018,5/6/2019
9013,13.58,2/17/2018,1/21/2019
9014,8.08,1/2/2018,5/8/2019
9015,0.66,6/10/2018,1/15/2019
9016,6.05,10/29/2018,1/19/2019
9017,12.06,6/10/2018,12/3/2018
9018,8.70,4/28/2018,12/19/2018
9019,7.86,10/31/2018,12/31/2018
9020,9.09,8/21/2018,12/31/2018
9021,8.70,4/6/2018,3/27/2019
9022,9.80,1/8/2018,12/27/2018
9023,18.84,9/10/2018,12/2/2018
9024,17.45,6/26/2018,3/8/2019
9025,13.12,9/22/2018,12/14/2018
9026,16.30,1/17/2018,5/8/2019
9027,12.37,4/6/2018,1/16/2019
9028,3.23,3/25/2018,12/9/2018
9029,4.87,7/13/2018,2/7/2019
9030,14.99,11/28/2018,4/19/2019
9031,7.34,2/8/2018,12/10/2018
9032,10.29,10/11/2018,4/13/2019
9033,12.39,1/21/2018,1/10/2019
9034,19.16,5/12/2018,4/6/2019
9035,9.34,10/25/2018,12/25/2018
9036,10.02,7/31/2018,1/17/2019
9037,7.76,1/29/2018,5/1/2019
9038,19.34,6/5/2018,2/22/2019
9039,1.79,9/15/2018,2/27/2019
9040,12.71,3/14/2018,1/13/2019
9041,10.11,11/3/2018,3/4/2019
9042,10.07,5/7/2018,5/15/2019
9043,17.46,6/10/2018,12/22/2018
9044,0.27,3/6/2018,4/26/2019
9045,8.10,4/7/2018,1/26/2019
9046,15.88,5/2/2018,3/17/2019
9047,1.50,11/1/2018,4/28/2019
9048,14.21,11/18/2018,12/31/2018
9049,18.68,6/21/2018,5/2/2019
9050,6.47,8/19/2018,1/1/2019
9051,13.61,7/17/2018,5/3/2019
9052,17.73,5/6/2018,5/16/2019
9053,6.81,3/6/2018,2/26/2019
9054,11.97,3/25/2018,12/16/2018
9055,5.77,5/24/2018,12/18/2018
9056,18.67,5/21/2018,2/10/2019
9057,0.36,6/9/2018,2/20/2019
9058,5.07,6/28/2018,2/3/2019
9059,2.55,3/14/2018,3/4/2019
9060,18.50,11/20/2018,1/20/2019
9061,1.47,11/10/2018,12/24/2018
9062,9.38,7/4/2018,12/24/2018
9063,7.13,10/5/2018,12/18/2018
9064,5.00,8/13/2018,3/14/2019
9065,15.16,11/19/2018,5/8/2019
9066,15.28,11/29/2018,3/18/2019
9067,14.39,2/5/2018,3/29/2019
9068,17.53,5/30/2018,12/29/2018
9069,16.02,11/29/2018,12/3/2018
9070,0.86,9/28/2018,12/10/2018
9071,16.40,2/20/2018,4/20/2019
9072,16.21,11/10/2018,2/6/2019
9073,9.53,3/6/2018,4/1/2019
9074,3.98,2/25/2018,4/26/2019
9075,2.57,9/8/2018,5/5/2019
9076,19.99,3/25/2018,1/5/2019
9077,10.84,11/21/2018,12/8/2018
9078,17.76,5/14/2018,4/12/2019
9079,1.43,9/23/2018,4/2/2019
9080,4.64,8/4/2018,3/11/2019
9081,15.89,3/12/2018,3/10/2019
9082,10.91,6/22/2018,12/9/2018
9083,1.97,7/9/2018,12/20/2018
9084,5.76,8/18/2018,1/8/2019
9085,11.79,11/30/2018,12/22/2018
9086,5.74,11/27/2018,1/25/2019
9087,2.48,9/3/2018,1/8/2019
9088,17.63,3/24/2018,5/13/2019
9089,1.93,2/10/2018,4/10/2019
9090,17.94,7/21/2018,12/11/2018
9091,1.94,6/7/2018,2/22/2019
9092,16.66,11/25/2018,1/30/2019
9093,19.03,2/13/2018,12/7/2018
9094,4.32,1/6/2018,2/16/2019
9095,1.35,3/18/2018,5/11/2019
9096,15.49,9/20/2018,4/17/2019
9097,11.56,3/6/2018,3/20/2019
9098,14.12,7/17/2018,4/15/2019
9099,18.98,9/27/2018,2/28/2019
9100,6.76,7/12/2018,12/28/2018
9101,11.39,8/7/2018,4/30/2019
9102,5.75,1/4/2018,4/6/2019
9103,19.57,1/25/2018,3/3/2019
9104,9.11,9/8/2018,1/25/2019
9105,17.76,9/20/2018,4/7/2019
9106,14.04,10/5/2018,1/24/2019
9107,1.01,1/9/2018,5/17/2019
9108,5.02,6/1/2018,4/12/2019
9109,4.58,6/25/2018,1/17/2019
9110,4.97,5/5/2018,4/3/2019
9111,11.87,10/4/2018,3/10/2019
9112,3.45,10/22/2018,2/20/2019
9113,17.58,4/19/2018,3/20/2019
9114,10.15,6/13/2018,4/7/2019
9115,16.27,3/8/2018,12/17/2018
9116,7.79,10/20/2018,3/2/2019
9117,1.35,2/21/2018,5/11/2019
9118,14.54,3/18/2018,2/3/2019
9119,4.51,3/28/2018,1/17/2019
9120,15.56,10/29/2018,12/20/2018
9121,17.00,5/27/2018,3/6/2019
9122,12.45,10/17/2018,12/17/2018
9123,15.43,2/6/2018,3/18/2019
9124,9.14,8/14/2018,12/14/2018
9125,2.50,2/21/2018,3/27/2019
9126,7.35,3/3/2018,4/29/2019
9127,3.98,3/31/2018,4/11/2019
9128,10.92,1/29/2018,1/17/2019
9129,9.01,9/19/2018,5/10/2019
9130,6.81,2/26/2018,1/9/2019
9131,11.90,4/6/2018,1/15/2019
9132,2.56,1/1/2018,1/3/2019
9133,10.42,3/11/2018,4/6/2019
9134,0.39,3/24/2018,4/2/2019
9135,17.78,1/5/2018,4/15/2019
9136,19.47,4/30/2018,3/27/2019
9137,14.32,1/7/2018,1/23/2019
9138,9.59,9/13/2018,2/7/2019
9139,17.84,10/16/2018,12/7/2018
9140,17.24,9/1/2018,4/8/2019
9141,9.66,10/9/2018,3/29/2019
9142,14.85,2/9/2018,2/15/2019
9143,13.59,3/1/2018,4/24/2019
9144,19.95,8/1/2018,5/17/2019
9145,17.94,10/14/2018,12/22/2018
9146,2.22,8/23/2018,2/19/2019
9147,10.12,5/14/2018,1/7/2019
9148,17.21,4/6/2018,4/4/2019
9149,1.49,4/16/2018,1/12/2019
9150,15.20,3/6/2018,3/1/2019
9151,16.67,1/28/2018,5/6/2019
9152,2.14,1/13/2018,4/15/2019
9153,10.19,9/26/2018,12/4/2018
9154,4.65,7/29/2018,2/7/2019
9155,16.86,2/18/2018,12/28/2018
9156,19.13,4/12/2018,4/24/2019
9157,18.89,11/26/2018,2/25/2019
9158,12.06,3/21/2018,12/9/2018
9159,10.35,8/24/2018,1/28/2019
9160,11.41,1/30/2018,4/27/2019
9161,2.39,10/9/2018,4/30/2019
9162,11.46,11/26/2018,1/2/2019
9163,2.23,5/30/2018,5/14/2019
9164,16.82,1/12/2018,2/24/2019
9165,3.76,6/2/2018,2/10/2019
9166,15.42,4/15/2018,5/8/2019
9167,18.67,1/7/2018,2/11/2019
9168,0.33,2/24/2018,4/10/2019
9169,16.23,10/12/2018,2/25/2019
9170,3.42,11/9/2018,4/4/2019
9171,13.85,7/23/2018,1/13/2019
9172,1.55,9/24/2018,4/17/2019
9173,5.82,7/25/2018,2/5/2019
9174,12.57,9/28/2018,3/15/2019
9175,2.98,10/31/2018,3/15/2019
9176,14.67,9/14/2018,1/9/2019
9177,0.37,11/17/2018,4/4/2019
9178,1.82,8/16/2018,5/3/2019
9179,0.56,10/2/2018,4/15/2019
9180,14.81,6/12/2018,12/5/2018
9181,17.41,10/13/2018,5/16/2019
9182,18.49,3/25/2018,3/3/2019
9183,14.43,1/21/2018,1/26/2019
9184,5.49,4/13/2018,3/30/2019
9185,19.09,9/10/2018,3/5/2019
9186,4.09,5/25/2018,1/29/2019
9187,11.77,1/4/2018,1/1/2019
9188,15.55,5/5/2018,3/25/2019
9189,13.64,8/20/2018,12/11/2018
9190,4.55,8/22/2018,12/14/2018
9191,1.15,9/4/2018,4/1/2019
9192,15.28,9/25/2018,12/14/2018
9193,7.83,7/16/2018,4/22/2019
9194,10.27,11/19/2018,4/30/2019
9195,8.02,10/26/2018,4/6/2019
9196,2.90,1/17/2018,3/5/2019
9197,16.67,8/16/2018,1/23/2019
9198,0.58,5/29/2018,5/7/2019
9199,9.18,3/28/2018,1/7/2019
9200,19.73,5/4/2018,1/27/2019
9201,12.43,10/16/2018,2/16/2019
9202,5.41,3/8/2018,2/8/2019
9203,5.72,4/21/2018,1/6/2019
9204,0.21,7/3/2018,1/23/2019
9205,3.20,6/15/2018,3/1/2019
9206,7.90,8/30/2018,12/18/2018
9207,6.86,6/16/2018,4/25/2019
